emoji_name,count,emoji_url
jeb,-1,https://emoji.slack-edge.com/T0XNJNF35/jeb/c888ab27235dff66.png
jellyfish,-1,https://emoji.slack-edge.com/T0XNJNF35/jellyfish/691bea6f3f205d4a.png
jesus-on-a-bike,-1,https://emoji.slack-edge.com/T0XNJNF35/jesus-on-a-bike/725743c291ae7608.png
jim-camera-stare,-1,https://emoji.slack-edge.com/T0XNJNF35/jim-camera-stare/cc42dd4a53573c59.gif
joint-time,1,https://emoji.slack-edge.com/T0XNJNF35/joint-time/a93fa776bb6f6b3a.gif
jordan,-1,https://emoji.slack-edge.com/T0XNJNF35/jordan/9bf1139cf070bbb4.png
judoflip,1,https://emoji.slack-edge.com/T0XNJNF35/judoflip/6bf8f95dced436ec.png
jung,-1,https://emoji.slack-edge.com/T0XNJNF35/jung/36d09a7bce382698.png
just-so,7,https://emoji.slack-edge.com/T0XNJNF35/just-so/e53c6b04b223007e.png
just_stfu_please,-1,https://emoji.slack-edge.com/T0XNJNF35/just_stfu_please/a4b1b9fb9c736139.png
kali,-1,https://emoji.slack-edge.com/T0XNJNF35/kali/4c15a2f410552abd.png
kappa,20,https://emoji.slack-edge.com/T0XNJNF35/kappa/aa5e79321f782bb0.png
kekl,1,https://emoji.slack-edge.com/T0XNJNF35/kekl/05fe635d04d088a6.png
kekleo,70,https://emoji.slack-edge.com/T0XNJNF35/kekleo/6dab22b1a820caf9.png
keknic,10,https://emoji.slack-edge.com/T0XNJNF35/keknic/a9d05d225ac4ae91.png
kekw,240,https://emoji.slack-edge.com/T0XNJNF35/kekw/67f939d3e4ecf515.png
kekw-xmas,2,https://emoji.slack-edge.com/T0XNJNF35/kekw-xmas/d92e8990897d2772.png
kermit-the-tea,6,https://emoji.slack-edge.com/T0XNJNF35/kermit-the-tea/9b574a3f216727c2.png
keyboardcat,-1,https://emoji.slack-edge.com/T0XNJNF35/typing/6be9c931c832a5fe.gif
kid-drop-off,-1,https://emoji.slack-edge.com/T0XNJNF35/kid-drop-off/5244cdb546369723.png
kids,-1,https://emoji.slack-edge.com/T0XNJNF35/kids/ead4780f40a0ac6d.png
kim-jong,-1,https://emoji.slack-edge.com/T0XNJNF35/kim-jong/fe8f35880e7a18ca.png
kingw,10,https://emoji.slack-edge.com/T0XNJNF35/kingw/6036e68f36890ada.png
kirby,1,https://emoji.slack-edge.com/T0XNJNF35/kirby/6dc88d5cb7636b06.gif
kirbystop,-1,https://emoji.slack-edge.com/T0XNJNF35/kirbystop/515d8a350bf3982a.png
kittypls,1,https://emoji.slack-edge.com/T0XNJNF35/kittypls/569f9bfc39df35c4.gif
kkomrade,-1,https://emoji.slack-edge.com/T0XNJNF35/kkomrade/0d7b48be4a1d236f.png
kkona,2,https://emoji.slack-edge.com/T0XNJNF35/kkona/908bffb968bb30c2.png
knuckles,1,https://emoji.slack-edge.com/T0XNJNF35/knuckles/859d209281093edb.png
kombucha-girl-no,-1,https://emoji.slack-edge.com/T0XNJNF35/kombucha-girl-no/cc42dd4a53573c59.png
kombucha-girl-well,-1,https://emoji.slack-edge.com/T0XNJNF35/kombucha-girl-well/72c7d14544d73b56.png
krisnamurti,-1,https://emoji.slack-edge.com/T0XNJNF35/krisnamurti/69f4a97031b1c448.png
laughing-hard,-1,https://emoji.slack-edge.com/T0XNJNF35/laughing-hard/4489359d420c518f.jpg
leo-cheers,1,https://emoji.slack-edge.com/T0XNJNF35/leo-cheers/c8c5d4220794f5b3.png
lightbulb,1,https://a.slack-edge.com/production-standard-emoji-assets/14.0/apple-large/1f4a1.png
lightsaber,-1,https://emoji.slack-edge.com/T0XNJNF35/lightsaber/f878c94bbfa3c6fa.png
likebutton,-1,https://emoji.slack-edge.com/T0XNJNF35/likebutton/515d8a350bf3982a.gif
lily,-1,https://emoji.slack-edge.com/T0XNJNF35/lily/2c12f09ff88367bf.png
loading,2,https://emoji.slack-edge.com/T0XNJNF35/loading/04653bcf4283ec73.gif
lol100,-1,https://emoji.slack-edge.com/T0XNJNF35/lol100/722e3629748efd54.png
love,18,https://emoji.slack-edge.com/T0XNJNF35/love/71cbafd5343811da.gif
luigi,-1,https://emoji.slack-edge.com/T0XNJNF35/luigi/1b782e54506d055c.png
lul,35,https://emoji.slack-edge.com/T0XNJNF35/lul/50221d92a5555efb.png
lulw-xmas,2,https://emoji.slack-edge.com/T0XNJNF35/lulw-xmas/607f5fba9e6e907f.png
lumbergh,-1,https://emoji.slack-edge.com/T0XNJNF35/lumbergh/858c970cc2642c8a.png
mario,3,https://emoji.slack-edge.com/T0XNJNF35/mario/2ab5cfeb9d7670b4.gif
mark5,-1,https://emoji.slack-edge.com/T0XNJNF35/mark5/5aff99e7ceb01625.png
matrix,2,https://emoji.slack-edge.com/T0XNJNF35/matrix/a4d84a845cf8d568.gif
maybe,1,https://emoji.slack-edge.com/T0XNJNF35/maybe/5e32fa2ee071f714.gif
mckenna,-1,https://emoji.slack-edge.com/T0XNJNF35/terence/2575b2acffb0a5af.png
mcmahon-wow,1,https://emoji.slack-edge.com/T0XNJNF35/mcmahon-wow/a201a0355fc91a0f.png
meatball1,-1,https://emoji.slack-edge.com/T0XNJNF35/meatball1/3b95905ab564472b.png
meatball2,-1,https://emoji.slack-edge.com/T0XNJNF35/meatball2/089d4cb4ece81536.png
meatball5,-1,https://emoji.slack-edge.com/T0XNJNF35/meatball5/3b58487a798c48f6.png
med-float,6,https://emoji.slack-edge.com/T0XNJNF35/med-float/116479f9b3c0e3ad.gif
meditation-rocks,-1,https://emoji.slack-edge.com/T0XNJNF35/meditation-rocks/258b450bb599ea45.png
meow-no-u,-1,https://emoji.slack-edge.com/T0XNJNF35/meow-no-u/2ac6e678acc1a384.png
meow-popcorn,-1,https://emoji.slack-edge.com/T0XNJNF35/meow-popcorn/e7c8cbf38dafcd30.gif
merry-xmas-cat,-1,https://emoji.slack-edge.com/T0XNJNF35/merry-xmas-cat/993a1285fb58f965.png
message-in-a-bottle,-1,https://emoji.slack-edge.com/T0XNJNF35/message-in-a-bottle/5cdc9584237ddfa2.png
mic-drop,-1,https://emoji.slack-edge.com/T0XNJNF35/mic-drop/72c7d14544d73b56.gif
minecraft,-1,https://emoji.slack-edge.com/T0XNJNF35/minecraft/082cd00c902b9378.gif
minecraft-heart,-1,https://emoji.slack-edge.com/T0XNJNF35/minecraft-heart/d53a0dee4ed87d06.png
minecraft-pig,-1,https://emoji.slack-edge.com/T0XNJNF35/minecraft-pig/88d19eaffa7ba4fb.gif
minion,-1,https://emoji.slack-edge.com/T0XNJNF35/minion/5479f44642430b03.gif
mj-popcorn,-1,https://emoji.slack-edge.com/T0XNJNF35/mj-popcorn/2cad232f1d139d77.gif
monkachrist,7,https://emoji.slack-edge.com/T0XNJNF35/monkachrist/dd062f37977acf39.png
monkaeyes,-1,https://emoji.slack-edge.com/T0XNJNF35/monkaeyes/854c3626cc344410.png
monkagiga,-1,https://emoji.slack-edge.com/T0XNJNF35/monkagiga/0ba3e1b9672aea36.png
monkahmm,44,https://emoji.slack-edge.com/T0XNJNF35/monkahmm/f08717f856396bfd.png
monkas,9,https://emoji.slack-edge.com/T0XNJNF35/monkas/28fdc2de4585b4a4.png
monkas-xmas,-1,https://emoji.slack-edge.com/T0XNJNF35/monkas-xmas/229e8fea01ca1a7b.png
monkashake,5,https://emoji.slack-edge.com/T0XNJNF35/monkashake/76ad188016184a73.gif
monkastop,5,https://emoji.slack-edge.com/T0XNJNF35/monkastop/9b468b29004ebb86.png
monkaw,2,https://emoji.slack-edge.com/T0XNJNF35/monkaw/0f4209e9c9ab02c4.png
mood,-1,https://emoji.slack-edge.com/T0XNJNF35/mood/a6bf4f0baff62fc8.png
mushroom-cloud,-1,https://emoji.slack-edge.com/T0XNJNF35/mushroom-cloud/8a36b79bf0cf437a.gif
nani,2,https://emoji.slack-edge.com/T0XNJNF35/nani/e6924d1f1dd4b887.png
nicegif,1,https://emoji.slack-edge.com/T0XNJNF35/nicegif/722e3629748efd54.gif
nietzsche,-1,https://emoji.slack-edge.com/T0XNJNF35/nietzsche/0b8e6feed61bcc25.png
no,1,https://emoji.slack-edge.com/T0XNJNF35/no/a8915b9fa2939ba7.png
no-100,-1,https://emoji.slack-edge.com/T0XNJNF35/no-100/2e046768dcbed0f3.png
no-malarkey-biden,-1,https://emoji.slack-edge.com/T0XNJNF35/no-malarkey-biden/e49aa241dcf1e985.png
no-no,-1,https://emoji.slack-edge.com/T0XNJNF35/no-no/4a042210419f1428.gif
no-not-in-my-house,-1,https://emoji.slack-edge.com/T0XNJNF35/no-not-in-my-house/c51d949a17655886.gif
nod,-1,https://emoji.slack-edge.com/T0XNJNF35/nod/1c315f5924cccf2e.png
nodders,3,https://emoji.slack-edge.com/T0XNJNF35/nodders/e41228793b52ce13.gif
noice,-1,https://emoji.slack-edge.com/T0XNJNF35/noice/5c3e4436653c19df.gif
nopers,2,https://emoji.slack-edge.com/T0XNJNF35/nopers/6ba48fc027cafcf6.gif
noted,1,https://emoji.slack-edge.com/T0XNJNF35/noted/88ae0657e7c9367d.gif
nothanks,1,https://emoji.slack-edge.com/T0XNJNF35/nothanks/37e71501c0f1bb89.png
nothingtoseehere,-1,https://emoji.slack-edge.com/T0XNJNF35/nothingtoseehere/20ed0a5f7455d1fa.gif
notlikethis,9,https://emoji.slack-edge.com/T0XNJNF35/notlikethis/050d39a8c6d5dbb3.png
noucheer,-1,https://emoji.slack-edge.com/T0XNJNF35/noucheer/e206d426c65fb930.gif
np,-1,https://emoji.slack-edge.com/T0XNJNF35/np/08ad471776d84f94.gif
nugget,-1,https://emoji.slack-edge.com/T0XNJNF35/nugget/5d69d47ba930e440.png
nyanlove,11,https://emoji.slack-edge.com/T0XNJNF35/nyanlove/e206d426c65fb930.gif
obama-mic-drop,-1,https://emoji.slack-edge.com/T0XNJNF35/obama-mic-drop/8a0f7bcf82f7c776.gif
objection,-1,https://emoji.slack-edge.com/T0XNJNF35/objection/8a0f7bcf82f7c776.png
obsidian,1,https://emoji.slack-edge.com/T0XNJNF35/obsidian/8545fef1320b179b.png
oh-snap,2,https://emoji.slack-edge.com/T0XNJNF35/oh-snap/86b54367bd1ddcb0.gif
oh-yeah-intensifies,-1,https://emoji.slack-edge.com/T0XNJNF35/oh-yeah-intensifies/381f9a97bb8f2bc2.gif
old-man-yelling-at-cloud,-1,https://emoji.slack-edge.com/T0XNJNF35/old-man-yelling-at-cloud/ebbae8de85c35ffc.png
omega-dance,2,https://emoji.slack-edge.com/T0XNJNF35/omega-dance/76826c8e834b4f09.gif
omg,1,https://emoji.slack-edge.com/T0XNJNF35/omg/45c46bb4e7184e5b.gif
onlypain,6,https://emoji.slack-edge.com/T0XNJNF35/onlypain/ae3b459ad6563080.png
oof,13,https://emoji.slack-edge.com/T0XNJNF35/oof/6787053e1e3200f2.png
ooo,-1,https://emoji.slack-edge.com/T0XNJNF35/ooo/5244cdb546369723.png
open_eye_crying_laughing,8,https://emoji.slack-edge.com/T0XNJNF35/open_eye_crying_laughing/9dba2cba45e7a846.png
otherway,1,https://emoji.slack-edge.com/T0XNJNF35/otherway/de81a032fd2c623c.png
ouroboros,9,https://emoji.slack-edge.com/T0XNJNF35/ouroboros/f432bba03202c6dd.png
outrun,-1,https://emoji.slack-edge.com/T0XNJNF35/outrun/58d852dd334cdd8f.png
padme,-1,https://emoji.slack-edge.com/T0XNJNF35/padme/381f9a97bb8f2bc2.png
palpatinew,2,https://emoji.slack-edge.com/T0XNJNF35/palpatinew/80c91635eac37913.png
party-cow2,5,https://emoji.slack-edge.com/T0XNJNF35/party-cow2/0621e82954962230.png
party-heartbeat,3,https://emoji.slack-edge.com/T0XNJNF35/party-heartbeat/3006f7c3d66bde4f.png
partyparrot,-1,https://emoji.slack-edge.com/T0XNJNF35/partyparrot/d7708d918d48694b.gif
peaceout,2,https://emoji.slack-edge.com/T0XNJNF35/peaceout/c50323c914a8660a.gif
peedrops,-1,https://emoji.slack-edge.com/T0XNJNF35/peedrops/eedb68cd9e6e961e.png
peepo-blush-xmas,1,https://emoji.slack-edge.com/T0XNJNF35/peepo-blush-xmas/a5680f94bb130cf0.png
peepo-comfy,3,https://emoji.slack-edge.com/T0XNJNF35/peepo-comfy/6359358b5d515856.gif
peepo-dj,4,https://emoji.slack-edge.com/T0XNJNF35/peepo-dj/170fd099d1d764f7.gif
peepo-happier,-1,https://emoji.slack-edge.com/T0XNJNF35/peepo-happier/8382b15d51949e57.gif
peepo-juice,-1,https://emoji.slack-edge.com/T0XNJNF35/peepo-juice/b20250cdb523771a.gif
peepo-love-xmas,1,https://emoji.slack-edge.com/T0XNJNF35/peepo-love-xmas/4a7b53676a639e9f.png
peepo-mod-alert,3,https://emoji.slack-edge.com/T0XNJNF35/peepo-mod-alert/2bad2880c7d05963.png
peepo-run,-1,https://emoji.slack-edge.com/T0XNJNF35/peepo-run/6b55bafd5a403e8c.gif
peepo-tantrum,1,https://emoji.slack-edge.com/T0XNJNF35/peepo-tantrum/820883302df3fd7a.gif
peepo-xmas,1,https://emoji.slack-edge.com/T0XNJNF35/peepo-xmas/b53af58cc511a4a1.png
peepoarrive,10,https://emoji.slack-edge.com/T0XNJNF35/peepoarrive/b272c36681fdba84.gif
peepoblanket-xmas,-1,https://emoji.slack-edge.com/T0XNJNF35/peepoblanket-xmas/e1d90f7dd36e47d0.png
peepoblonket,20,https://emoji.slack-edge.com/T0XNJNF35/peepoblonket/80c91635eac37913.png
peepoblush,2,https://emoji.slack-edge.com/T0XNJNF35/peepoblush/f905400bfbd837cf.png
peepobye,1,https://emoji.slack-edge.com/T0XNJNF35/peepobye/cd4543abd8c2c63b.gif
peepoclap,15,https://emoji.slack-edge.com/T0XNJNF35/peepoclap/01c44e6ea5ba317d.gif
peepogiggles,19,https://emoji.slack-edge.com/T0XNJNF35/peepogiggles/b640526e4b30a07c.gif
peepohax,5,https://emoji.slack-edge.com/T0XNJNF35/peepohax/2cd085d8f6b170af.gif
peepoheart,7,https://emoji.slack-edge.com/T0XNJNF35/peepoheart/07e57c3906a5bbcc.png
peepohey,3,https://emoji.slack-edge.com/T0XNJNF35/peepohey/fde366c83d134efe.gif
peepohypers,1,https://emoji.slack-edge.com/T0XNJNF35/peepohypers/fa86eae9956ebdd6.gif
peepoleave,16,https://emoji.slack-edge.com/T0XNJNF35/peepoleave/b272c36681fdba84.gif
peeponote,4,https://emoji.slack-edge.com/T0XNJNF35/peeponote/e8fdeed81bbe7df2.gif
peepopizza,7,https://emoji.slack-edge.com/T0XNJNF35/peepopizza/876f7723c382fd3a.gif
peepopoopoo,9,https://emoji.slack-edge.com/T0XNJNF35/peepopoopoo/0b51723f4d0d365e.gif
peeporiot,13,https://emoji.slack-edge.com/T0XNJNF35/peeporiot/09305f30561e0814.gif
peeposhy,3,https://emoji.slack-edge.com/T0XNJNF35/peeposhy/2dc628cce1efb53e.gif
peeposmash,1,https://emoji.slack-edge.com/T0XNJNF35/peeposmash/5574381c566c6e6c.gif
peepousa,-1,https://emoji.slack-edge.com/T0XNJNF35/peepousa/598e5492528f3d68.gif
penguin-dance,6,https://emoji.slack-edge.com/T0XNJNF35/penguin-dance/0b54f9ee13c0c062.gif
pensive-animated,-1,https://emoji.slack-edge.com/T0XNJNF35/pensive-animated/0c8c6dbaa79ee796.gif
pensive-cowboy,-1,https://emoji.slack-edge.com/T0XNJNF35/pensive-cowboy/bbe323312b5d45aa.png
pepe-cheers,-1,https://emoji.slack-edge.com/T0XNJNF35/pepe-cheers/2b1cebab63f60602.gif
pepe-cute-xmas,-1,https://emoji.slack-edge.com/T0XNJNF35/pepe-cute-xmas/1190255d98ae2953.png
pepe-feels-bad-hug,-1,https://emoji.slack-edge.com/T0XNJNF35/feelsbad-hug/b8093af0ae9f9a28.png
pepe-feels-bad-man,-1,https://emoji.slack-edge.com/T0XNJNF35/feelsbadman/d943297286d1e894.png
pepe-feels-dad-man,-1,https://emoji.slack-edge.com/T0XNJNF35/feelsfatherman/35f477a364b83683.png
pepe-feels-good-man,-1,https://emoji.slack-edge.com/T0XNJNF35/feelsgoodman/641f7f28f88ec568.png
pepe-feels-high-man,-1,https://emoji.slack-edge.com/T0XNJNF35/feelshighman/b6fd70b52358df8f.gif
pepe-feels-rain-man,-1,https://emoji.slack-edge.com/T0XNJNF35/feelsrainman/82782ec4ad48e739.gif
pepe-feels-strong-man,-1,https://emoji.slack-edge.com/T0XNJNF35/feelsstrongman/5093079348e03b0f.png
pepe-feels-xmas-man,-1,https://emoji.slack-edge.com/T0XNJNF35/feels-xmas-man/89d266e947be99e3.png
pepe-furry,2,https://emoji.slack-edge.com/T0XNJNF35/pepe-furry/15a878eece07e474.png
pepe-get-in,-1,https://emoji.slack-edge.com/T0XNJNF35/pepe-get-in/6be4530ae11b37f3.png
pepe-gimme,-1,https://emoji.slack-edge.com/T0XNJNF35/pepe-gimme/3c734e6edb81be98.png
pepe-kekw-but-sad,36,https://emoji.slack-edge.com/T0XNJNF35/pepe-kekw-but-sad/d69ffb1574647ad8.png
pepe-pray,3,https://emoji.slack-edge.com/T0XNJNF35/pepe-pray/b1caf37275200304.png
pepe-punch,1,https://emoji.slack-edge.com/T0XNJNF35/pepe-punch/9a40e17b67bc37df.png
pepe-run,4,https://emoji.slack-edge.com/T0XNJNF35/pepe-run/d441822337a00f11.gif
pepe-sleep,1,https://emoji.slack-edge.com/T0XNJNF35/pepe-sleep/c687780aaec0f6e8.png
pepe-sleepdge,9,https://emoji.slack-edge.com/T0XNJNF35/pepe-sleepdge/18682e343c09be7a.png
pepe-snow-xmas,1,https://emoji.slack-edge.com/T0XNJNF35/pepe-snow-xmas/2213aa73963a33b3.gif
pepe-sway,1,https://emoji.slack-edge.com/T0XNJNF35/pepe-sway/689ac24cee1db812.gif
pepe-take-my-money,1,https://emoji.slack-edge.com/T0XNJNF35/pepe-take-my-money/d852c75b66f33563.gif
pepe-yikes,2,https://emoji.slack-edge.com/T0XNJNF35/pepe-yikes/ce35dbd2efe72b13.png
pepecd,-1,https://emoji.slack-edge.com/T0XNJNF35/pepecd/19366dbc129ce5a6.gif
pepecoffee,8,https://emoji.slack-edge.com/T0XNJNF35/pepecoffee/cc7bf162c3137a74.png
pepecool,-1,https://emoji.slack-edge.com/T0XNJNF35/pepecool/bbe323312b5d45aa.png
peped,5,https://emoji.slack-edge.com/T0XNJNF35/peped/1f60864fbaf00bca.gif
pepedance,1,https://emoji.slack-edge.com/T0XNJNF35/pepedance/3e5aac3a4528c03b.gif
pepedank,2,https://emoji.slack-edge.com/T0XNJNF35/pepedank/9254b3b14f034051.gif
pepeds,1,https://emoji.slack-edge.com/T0XNJNF35/pepeds/c60322312d8fb6d2.gif
pepega,4,https://emoji.slack-edge.com/T0XNJNF35/pepega/0da3a4c8469b6d6e.png
pepehands,24,https://emoji.slack-edge.com/T0XNJNF35/pepehands/79d8ec28d28f3f67.png
pepeinteresting,6,https://emoji.slack-edge.com/T0XNJNF35/pepeinteresting/8295f6aaf9030bdd.png
pepejam,3,https://emoji.slack-edge.com/T0XNJNF35/pepejam/ba5aef9f07297acc.gif
pepejedi,15,https://emoji.slack-edge.com/T0XNJNF35/pepejedi/65eb2f796edbea79.gif
pepelaugh,46,https://emoji.slack-edge.com/T0XNJNF35/pepelaugh/f55de0c356a48669.gif
pepelaugh-xmas,1,https://emoji.slack-edge.com/T0XNJNF35/pepelaugh-xmas/592326fabe51e259.gif
pepemeltdown,12,https://emoji.slack-edge.com/T0XNJNF35/pepemeltdown/ff466b78fe36a3c0.gif
pepeno,-1,https://emoji.slack-edge.com/T0XNJNF35/pepeno/5004048dfdbd81b4.png
pepenodders,-1,https://emoji.slack-edge.com/T0XNJNF35/pepenodders/a499d22894ba7a7c.gif
pepenoted,-1,https://emoji.slack-edge.com/T0XNJNF35/pepenoted/abbe83f8b6b522fa.png
pepepopcorn,1,https://emoji.slack-edge.com/T0XNJNF35/pepepopcorn/f0103859de3eff2d.gif
pepper,12,https://emoji.slack-edge.com/T0XNJNF35/pepper/16fa7eb37af11717.gif
peter-kingsley,8,https://emoji.slack-edge.com/T0XNJNF35/peter-kingsley/c8c8255907fe5f3e.jpg
pewpewcat,5,https://emoji.slack-edge.com/T0XNJNF35/pewpewcat/7facade8d8e2c045.gif
pharrell,-1,https://emoji.slack-edge.com/T0XNJNF35/pharrell/7a1de23354fafd99.jpg
pikachu,8,https://emoji.slack-edge.com/T0XNJNF35/pikachu/353947c6a5bfcd59.png
pirate,8,https://emoji.slack-edge.com/T0XNJNF35/pirate/8cde5b09a82033eb.png
pleaseno,4,https://emoji.slack-edge.com/T0XNJNF35/pleaseno/26212c38ef289092.png
plus1,1,https://emoji.slack-edge.com/T0XNJNF35/plus1/b6ee852b98af0754.png
pog,1,https://emoji.slack-edge.com/T0XNJNF35/pog/34875770d7ae6e91.png
pogchamp,4,https://emoji.slack-edge.com/T0XNJNF35/pogchamp/8cb8ce1d4aeeeef1.png
poggers,12,https://emoji.slack-edge.com/T0XNJNF35/poggers/2e25335f7a7884a0.png
poggies-peepo,-1,https://emoji.slack-edge.com/T0XNJNF35/poggies-peepo/1127f3c34f36bd3a.png
pogo,-1,https://emoji.slack-edge.com/T0XNJNF35/pogo/a423a8617c166128.png
police,1,https://emoji.slack-edge.com/T0XNJNF35/police/3997f4782911a7ac.gif
pomo,-1,https://emoji.slack-edge.com/T0XNJNF35/pomo/2b851e5436f2f07d.png
popcat,7,https://emoji.slack-edge.com/T0XNJNF35/popcat/e3fe0ee8b70d7009.gif
potato_hearteyes,-1,https://emoji.slack-edge.com/T0XNJNF35/potato_hearteyes/9a7b1acfae1e7768.jpg
pppoof,-1,https://emoji.slack-edge.com/T0XNJNF35/pppoof/7c38ca01506503de.gif
psst,2,https://emoji.slack-edge.com/T0XNJNF35/psst/27a7c7c6d6ce5d04.png
pto,-1,https://emoji.slack-edge.com/T0XNJNF35/pto/5244cdb546369723.png
pundog,-1,https://emoji.slack-edge.com/T0XNJNF35/pundog/f541ed5d39ba4b39.png
purplewatts,5,https://emoji.slack-edge.com/T0XNJNF35/purplewatts/85561c3eabf2856e.png
putin,-1,https://emoji.slack-edge.com/T0XNJNF35/putin/f0103859de3eff2d.jpg
puzzleheart,-1,https://emoji.slack-edge.com/T0XNJNF35/puzzleheart/2950dda230563c92.png
qanon2,-1,https://emoji.slack-edge.com/T0XNJNF35/qanon2/3d7306b8c3fd3e27.png
rainbowcat,5,https://emoji.slack-edge.com/T0XNJNF35/rainbowcat/569f9bfc39df35c4.gif
rainbowkitty,1,https://emoji.slack-edge.com/T0XNJNF35/rainbowkitty/f506d394355bc779.gif
raredolphin,6,https://emoji.slack-edge.com/T0XNJNF35/raredolphin/578ec784c2d0e7be.gif
raygun,1,https://emoji.slack-edge.com/T0XNJNF35/raygun/933ee835195102c2.png
realestate,-1,https://emoji.slack-edge.com/T0XNJNF35/realestate/0da56da1ec8edc24.jpg
really,1,https://emoji.slack-edge.com/T0XNJNF35/really/f0103859de3eff2d.png
red-hearts,1,https://emoji.slack-edge.com/T0XNJNF35/red-hearts/9ee4aea2a2179028.gif
red-pill,-1,https://emoji.slack-edge.com/T0XNJNF35/red-pill/7da11c92a4ecc114.gif
red_pill,-1,https://emoji.slack-edge.com/T0XNJNF35/red_pill/7ac2ec5eb4f3f583.png
relatable,-1,https://emoji.slack-edge.com/T0XNJNF35/relatable/8d0405fd547a98cc.png
residentsleeper,-1,https://emoji.slack-edge.com/T0XNJNF35/residentsleeper/dba53ebaffd13fcf.png
retropepethink,2,https://emoji.slack-edge.com/T0XNJNF35/retropepethink/9ee4aea2a2179028.png
ricardoflick,-1,https://emoji.slack-edge.com/T0XNJNF35/ricardoflick/b628fab6bf320441.gif
rickroll,-1,https://emoji.slack-edge.com/T0XNJNF35/rickroll/3ef9f2c9f2b36415.png
riflegun,1,https://emoji.slack-edge.com/T0XNJNF35/riflegun/13a33aeba1ebec8a.png
rip100,-1,https://emoji.slack-edge.com/T0XNJNF35/rip100/9ee4aea2a2179028.png
roam,3,https://emoji.slack-edge.com/T0XNJNF35/roam/93293d4a0394ef77.png
rocket-heart,12,https://emoji.slack-edge.com/T0XNJNF35/rocket-heart/d588908ffb94671a.png
rubberduck,-1,https://emoji.slack-edge.com/T0XNJNF35/rubberduck/b758d7c8115f9019.png
rude,1,https://emoji.slack-edge.com/T0XNJNF35/rude/de08903d2ac9cf3e.png
sadge-xmas,-1,https://emoji.slack-edge.com/T0XNJNF35/sadge-xmas/3ad4a6da5aea4af7.png
sadgecry,5,https://emoji.slack-edge.com/T0XNJNF35/sadgecry/578ec784c2d0e7be.gif
sadgery,2,https://emoji.slack-edge.com/T0XNJNF35/sadgery/d91830becfec300e.png
sadkek,10,https://emoji.slack-edge.com/T0XNJNF35/sadkek/c6befd804b17f80f.png
sadmario,-1,https://emoji.slack-edge.com/T0XNJNF35/sadmario/ae3e1c315176f1c1.png
same,4,https://emoji.slack-edge.com/T0XNJNF35/same/ecab3a291d98d107.png
sasuke-stare,-1,https://emoji.slack-edge.com/T0XNJNF35/sasuke-stare/18ae274c972f1c9d.gif
scrambled-thinking,-1,https://emoji.slack-edge.com/T0XNJNF35/thinking-stupid/6c25da641e2a6438.png
self-care,-1,https://emoji.slack-edge.com/T0XNJNF35/self-care/5244cdb546369723.png
serious-sloth,2,https://emoji.slack-edge.com/T0XNJNF35/serious-sloth/3af8ff6768c0a1dc.png
shipitparrot,1,https://emoji.slack-edge.com/T0XNJNF35/shipitparrot/3dd7259f01046b50.gif
shocked,3,https://emoji.slack-edge.com/T0XNJNF35/shocked/c24b1422e7d9b996.png
shoutingseal,2,https://emoji.slack-edge.com/T0XNJNF35/shoutingseal/4aedfcb0bddfae5c.jpg
sithlightsaber,2,https://emoji.slack-edge.com/T0XNJNF35/sithlightsaber/9a53ebd54218491c.png
skinnybob,12,https://emoji.slack-edge.com/T0XNJNF35/skinnybob/b17da80497222836.png
snoop,-1,https://emoji.slack-edge.com/T0XNJNF35/snoop/90db9dc2cf2ab856.gif
sob-sunglasses,30,https://emoji.slack-edge.com/T0XNJNF35/sob-sunglasses/d333d50d9ae51a70.png
sobgif,2,https://emoji.slack-edge.com/T0XNJNF35/sobgif/9e298772af6fceb2.gif
sodasuffer,-1,https://emoji.slack-edge.com/T0XNJNF35/sodasuffer/22051ea9519e3dfe.png
sonic,-1,https://emoji.slack-edge.com/T0XNJNF35/sonic/d0a8199210f97b6c.gif
sorry,2,https://emoji.slack-edge.com/T0XNJNF35/sorry/dbfec23b3b5da832.png
sparkle_stars,6,https://emoji.slack-edge.com/T0XNJNF35/sparkle_stars/d492b5f19260a2b8.gif
spiderman,3,https://emoji.slack-edge.com/T0XNJNF35/spiderman/174e8fcbafe8e777.png
spin-heart,-1,https://emoji.slack-edge.com/T0XNJNF35/spin-heart/9e298772af6fceb2.gif
spiral,-1,https://emoji.slack-edge.com/T0XNJNF35/spiral/e50c7c0c42824b9f.png
squid-dab,-1,https://emoji.slack-edge.com/T0XNJNF35/squid-dab/54228e9183d769da.png
stallman,-1,https://emoji.slack-edge.com/T0XNJNF35/stallman/de33de72c1018fdf.png
stonks,-1,https://emoji.slack-edge.com/T0XNJNF35/stonks/389be1e802605b6c.png
surprisecat,1,https://emoji.slack-edge.com/T0XNJNF35/surprisecat/155fede289ea52fd.gif
surprised-pikachu,-1,https://emoji.slack-edge.com/T0XNJNF35/surprised-pikachu/39194fe73d1411b4.png
sus,1,https://emoji.slack-edge.com/T0XNJNF35/sus/2ba0c8650f27844d.png
sweating-intensifies,-1,https://emoji.slack-edge.com/T0XNJNF35/sweating-intensifies/4baf5749c5d512d2.gif
syrian-hamster,3,https://emoji.slack-edge.com/T0XNJNF35/syrian-hamster/b96eb03bb60bbe7b.jpg
