ts,awakened,chopping-wood,devotion,practices,sadhana,creation,youtube,quotes-and-poetry,music,latest-posts,gaming,science,books,movies,alanwatts,tao,woo-archived,woo,westworld,series,nondual,debate,in-nomine,games,art,no,experience,discord,cats,lfg,starwars,καλλιγραφία,energy,ego-lounge,tepashigherbeard,communication-skills,maniac,wellness,sublimation,ego-fight,dreams,media,sexuality,ego-pointing,thought,starwars-spoilers,war-room,startups-and-projects,myth-and-mysticism,geeks,stories,hearth,inner-vision,consent-container,cute,get-things-done,health-and-fitness,shadow,library,philosophy,human,typing-in-tongues,nonduality,media-random,preach,zoomies,indigenous-lore,notifications
2017-05-16,221.55833333333334,4.038888888888889,0.19722222222222222,0.06388888888888888,0.008333333333333333,0.05,1.8138888888888889,0.5861111111111111,1.6444444444444444,8.98611111111111,0.013888888888888888,0.058333333333333334,0.9666666666666667,0.2777777777777778,0.03333333333333333,0.016666666666666666,0.2361111111111111,1.961111111111111,0.09722222222222222,0.7111111111111111,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.10833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-17,224.62222222222223,4.227777777777778,0.19444444444444445,0.06388888888888888,0.008333333333333333,0.05,1.8138888888888889,0.5861111111111111,1.6444444444444444,8.977777777777778,0.013888888888888888,0.058333333333333334,0.9666666666666667,0.28055555555555556,0.03333333333333333,0.016666666666666666,0.2361111111111111,1.9694444444444446,0.09722222222222222,0.7111111111111111,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-18,226.51666666666668,4.283333333333333,0.19444444444444445,0.06388888888888888,0.008333333333333333,0.05,1.836111111111111,0.5861111111111111,1.6444444444444444,8.980555555555556,0.013888888888888888,0.075,1.0361111111111112,0.28055555555555556,0.03333333333333333,0.016666666666666666,0.2361111111111111,1.9694444444444446,0.09722222222222222,0.7166666666666667,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-19,227.11111111111111,4.569444444444445,0.19444444444444445,0.06388888888888888,0.008333333333333333,0.05,1.836111111111111,0.5861111111111111,1.6416666666666666,8.98611111111111,0.013888888888888888,0.075,1.0361111111111112,0.28055555555555556,0.03333333333333333,0.016666666666666666,0.2361111111111111,1.1388888888888888,0.09722222222222222,0.7166666666666667,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-20,230.2722222222222,4.697222222222222,0.20833333333333334,0.06388888888888888,0.008333333333333333,0.05,1.836111111111111,0.5861111111111111,1.6305555555555555,8.997222222222222,0.013888888888888888,0.1,1.0638888888888889,0.28055555555555556,0.03333333333333333,0.016666666666666666,0.2361111111111111,1.1388888888888888,0.09722222222222222,0.7166666666666667,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-21,231.86111111111111,4.711111111111111,0.20833333333333334,0.06388888888888888,0.008333333333333333,0.05,1.836111111111111,0.5833333333333334,1.6305555555555555,9.008333333333333,0.013888888888888888,0.1,1.0638888888888889,0.2777777777777778,0.03333333333333333,0.016666666666666666,0.2361111111111111,1.1333333333333333,0.09722222222222222,0.7166666666666667,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-22,235.69722222222222,4.727777777777778,0.20833333333333334,0.06388888888888888,0.008333333333333333,0.05,1.85,0.5833333333333334,1.6388888888888888,9.008333333333333,0.013888888888888888,0.1,1.0638888888888889,0.2777777777777778,0.03333333333333333,0.016666666666666666,0.2361111111111111,1.1333333333333333,0.09722222222222222,0.7166666666666667,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.2361111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-23,239.88055555555556,4.725,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.8611111111111112,0.5861111111111111,1.6472222222222221,9.01388888888889,0.013888888888888888,0.1,1.0638888888888889,0.2777777777777778,0.030555555555555555,0.016666666666666666,0.23333333333333334,1.1277777777777778,0.09722222222222222,0.7194444444444444,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.24444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-24,240.81944444444446,4.727777777777778,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.8694444444444445,0.5861111111111111,1.65,9.019444444444444,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.23333333333333334,1.1277777777777778,0.09722222222222222,0.725,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.24444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-25,241.625,4.758333333333334,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.8777777777777778,0.5861111111111111,1.6472222222222221,9.002777777777778,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.23333333333333334,1.1277777777777778,0.09722222222222222,0.725,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.25555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-26,240.92777777777778,4.763888888888889,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.8833333333333333,0.5861111111111111,1.65,9.002777777777778,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.23333333333333334,1.1277777777777778,0.09722222222222222,0.7333333333333333,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.3194444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-27,241.80555555555554,4.766666666666667,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.8833333333333333,0.5833333333333334,1.65,9.022222222222222,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.23333333333333334,1.125,0.09722222222222222,0.7333333333333333,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.013888888888888888,0.1361111111111111,0.32222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-28,242.95,4.766666666666667,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.8833333333333333,0.5833333333333334,1.65,9.016666666666667,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.027777777777777776,1.1277777777777778,0.09722222222222222,0.7333333333333333,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.016666666666666666,0.1361111111111111,0.32222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-29,243.71666666666667,4.766666666666667,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.8888888888888888,0.5861111111111111,1.6444444444444444,9.019444444444444,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.025,1.1277777777777778,0.03888888888888889,0.7333333333333333,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.016666666666666666,0.1361111111111111,0.32222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-30,246.20277777777778,4.813888888888889,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.9277777777777778,0.5861111111111111,1.6444444444444444,8.997222222222222,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.025,1.1277777777777778,0.03333333333333333,0.7333333333333333,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-31,247.51111111111112,4.813888888888889,0.20833333333333334,0.06111111111111111,0.008333333333333333,0.05,1.9333333333333333,0.5861111111111111,1.6444444444444444,9.0,0.013888888888888888,0.10277777777777777,1.0722222222222222,0.275,0.030555555555555555,0.016666666666666666,0.025,1.1277777777777778,0.03333333333333333,0.7333333333333333,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.3388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,250.04722222222222,4.833333333333333,0.20833333333333334,0.06388888888888888,0.008333333333333333,0.05,1.9333333333333333,0.5861111111111111,1.6444444444444444,9.03888888888889,0.013888888888888888,0.10277777777777777,1.075,0.275,0.030555555555555555,0.016666666666666666,0.025,1.125,0.03333333333333333,0.7333333333333333,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.3388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-02,251.13611111111112,4.836111111111111,0.20833333333333334,0.06388888888888888,0.008333333333333333,0.05,2.2222222222222223,0.5861111111111111,1.6472222222222221,9.030555555555555,0.013888888888888888,0.1111111111111111,1.075,0.275,0.030555555555555555,0.016666666666666666,0.025,1.125,0.03333333333333333,0.7388888888888889,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.3388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-03,253.54722222222222,4.836111111111111,0.20833333333333334,0.06388888888888888,0.008333333333333333,0.05,2.2444444444444445,0.5861111111111111,1.6527777777777777,9.072222222222223,0.013888888888888888,0.1111111111111111,1.075,0.275,0.030555555555555555,0.016666666666666666,0.025,1.125,0.027777777777777776,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.3388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-04,254.1027777777778,4.852777777777778,0.20833333333333334,0.06388888888888888,0.008333333333333333,0.05,2.25,0.5861111111111111,1.6527777777777777,9.077777777777778,0.013888888888888888,0.1111111111111111,1.075,0.275,0.030555555555555555,0.016666666666666666,0.025,1.125,0.019444444444444445,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-05,255.61388888888888,4.858333333333333,0.20555555555555555,0.06111111111111111,0.005555555555555556,0.04722222222222222,2.2527777777777778,0.5833333333333334,1.6472222222222221,9.11111111111111,0.011111111111111112,0.1111111111111111,1.0722222222222222,0.2722222222222222,0.027777777777777776,0.013888888888888888,0.022222222222222223,1.1222222222222222,0.016666666666666666,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-06,257.56944444444446,4.872222222222222,0.20555555555555555,0.06111111111111111,0.005555555555555556,0.04722222222222222,2.2583333333333333,0.5833333333333334,1.6472222222222221,9.122222222222222,0.011111111111111112,0.1111111111111111,1.0722222222222222,0.2722222222222222,0.027777777777777776,0.013888888888888888,0.022222222222222223,1.1222222222222222,0.016666666666666666,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.36944444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-07,260.1777777777778,4.883333333333334,0.20833333333333334,0.06111111111111111,0.005555555555555556,0.04722222222222222,2.2583333333333333,0.5833333333333334,1.6472222222222221,9.15,0.011111111111111112,0.1111111111111111,1.0722222222222222,0.2722222222222222,0.027777777777777776,0.013888888888888888,0.022222222222222223,1.1222222222222222,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.3861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-08,263.3277777777778,4.897222222222222,0.20555555555555555,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5833333333333334,1.6472222222222221,9.175,0.011111111111111112,0.1111111111111111,1.0777777777777777,0.26944444444444443,0.025,0.011111111111111112,0.019444444444444445,1.1194444444444445,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.4111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-09,263.6972222222222,4.894444444444445,0.20555555555555555,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5861111111111111,1.6472222222222221,9.175,0.011111111111111112,0.1111111111111111,1.0833333333333333,0.26944444444444443,0.025,0.011111111111111112,0.019444444444444445,1.1111111111111112,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.1361111111111111,0.4111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-10,264.4,4.894444444444445,0.20555555555555555,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5888888888888889,1.65,9.166666666666666,0.011111111111111112,0.1111111111111111,1.0833333333333333,0.26944444444444443,0.025,0.011111111111111112,0.019444444444444445,1.1111111111111112,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14444444444444443,0.4111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-11,265.4111111111111,4.891666666666667,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5888888888888889,1.6472222222222221,9.175,0.011111111111111112,0.1111111111111111,1.1,0.26944444444444443,0.025,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.4111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-12,269.56388888888887,4.891666666666667,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.263888888888889,0.5888888888888889,1.6472222222222221,9.166666666666666,0.011111111111111112,0.1111111111111111,1.1,0.26944444444444443,0.025,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.4111111111111111,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-13,272.5444444444444,4.888888888888889,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.263888888888889,0.5888888888888889,1.6472222222222221,9.169444444444444,0.011111111111111112,0.10833333333333334,1.1,0.26944444444444443,0.022222222222222223,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.4305555555555556,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-14,273.5416666666667,4.9,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.2583333333333333,0.5888888888888889,1.6472222222222221,9.186111111111112,0.011111111111111112,0.10833333333333334,1.1,0.26944444444444443,0.022222222222222223,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.4305555555555556,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-15,274.1694444444444,4.897222222222222,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5888888888888889,1.6444444444444444,9.216666666666667,0.011111111111111112,0.13333333333333333,1.1,0.26944444444444443,0.022222222222222223,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.4305555555555556,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-16,274.64444444444445,4.897222222222222,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5861111111111111,1.6472222222222221,9.227777777777778,0.011111111111111112,0.13333333333333333,1.1,0.26944444444444443,0.022222222222222223,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.4305555555555556,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-17,275.2055555555556,4.897222222222222,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5861111111111111,1.6527777777777777,9.25,0.011111111111111112,0.13333333333333333,1.1,0.26944444444444443,0.022222222222222223,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.013888888888888888,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.4305555555555556,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-18,277.175,4.958333333333333,0.20833333333333334,0.058333333333333334,0.005555555555555556,0.044444444444444446,2.261111111111111,0.5861111111111111,1.6555555555555554,9.269444444444444,0.011111111111111112,0.13333333333333333,1.1,0.26944444444444443,0.022222222222222223,0.011111111111111112,0.019444444444444445,1.1083333333333334,0.002777777777777778,0.7444444444444445,0.041666666666666664,0.08888888888888889,0.15,0.6361111111111111,0.025,0.23333333333333334,0.08055555555555556,0.14722222222222223,0.43333333333333335,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
